start_x,start_y,end_x,end_y,distance,congestion,has_obstacles,n_obstacles_near,n_robots,obstacle_density,predicted_time
13.876111139348236,11.055247360671663,4.325010563730578,4.171767354821014,11.773097264378206,0.6666666666666666,1,22,5,0.1520321859580318,17.990077694554863
17.807686417105323,11.537624026224169,11.278391335112474,10.005570704155208,6.706629678862443,0.3333333333333333,1,9,10,0.10933926565926798,9.16088117019588
16.081913392671858,8.51875416933879,19.893683303929745,1.8500087587792757,7.681260001277756,0.7777777777777777,1,10,9,0.05690827713538676,12.758805336899801
3.7987227291512182,14.034765477545143,11.12929274697644,7.172431639071828,10.0413585981626,0.4444444444444444,1,12,5,0.10594279322167353,15.211343791055576
15.669391200985354,5.541384994267993,18.817603391184086,2.486916828617407,4.386458226119195,0.6666666666666666,1,19,10,0.19754990781983772,7.125204907844528
9.192891947714747,13.515225857904476,12.37220578187878,11.371045112092242,3.834781288003099,1.0,1,5,6,0.027043462742570946,6.71251022468432
1.3830713543700246,16.549974832713467,5.0908108584332235,9.460550066860414,8.000454720869397,0.2222222222222222,1,15,4,0.13986789325052862,10.950871633499412
13.83311303733083,19.31277950533601,7.871106722126311,2.614346471795146,17.730854042549314,0.6666666666666666,1,21,2,0.19304192770914705,27.42697752093242
2.407271524199721,1.352094989447663,14.480583775458424,18.576159213757705,21.03409748764017,0.7777777777777777,1,15,1,0.14111254232993822,36.08444485338768
4.41017574273296,3.719230151148354,19.01637319832863,4.197952591724614,14.614040484649024,0.4444444444444444,1,12,10,0.14694171405300513,21.951828185101185
16.1019462408227,16.900792977932852,7.901066757135919,1.0252691835199634,17.868594797938773,0.3333333333333333,0,2,10,0.012501388302082162,20.941954918500812
4.081287770932011,5.838223469956145,14.972174171636647,9.652024713230414,11.539345151101665,0.7777777777777777,1,28,3,0.19345423807405954,19.456706621345404
17.2159787383099,6.923937733606554,13.075735022489232,7.0039736204643805,4.141017238502836,0.7777777777777777,0,2,8,0.021324723787319578,5.630658484220387
4.029278421070659,5.304170739936582,3.3951840278565304,1.9128139204743189,3.450127066706209,0.2222222222222222,0,1,2,0.011244858970194449,3.8561756384795807
10.294843875135598,1.9915942708005785,0.32056312910246243,19.273703773740984,19.95388647036738,0.5555555555555556,1,10,5,0.12064261241990087,30.562999007090188
2.666889346327408,4.850885531659415,5.833869014431721,18.48619134105116,13.998261489692867,0.4444444444444444,1,6,4,0.05998587949461325,20.53642987707326
16.789064684191015,13.0166644312297,12.301292597156227,3.513441999118214,10.50958300311461,0.1111111111111111,0,4,4,0.059571879678042255,10.911312451468172
12.30139508029396,18.538151242917284,19.24116997882703,10.17918080844095,10.864292998937351,0.7777777777777777,1,10,4,0.10946094882293687,18.78168264899962
